Advisor_Id,Investment_Id,Transaction_Type
1007917,105561,US Fund Europe Stock
1007933,105561,US Fund Europe Stock
1007955,105561,US Fund Europe Stock
1007967,105561,US Fund Europe Stock
1008134,105561,US Fund Europe Stock
1008450,105561,US Fund Europe Stock
1008899,105561,US Fund Europe Stock
1008904,105561,US Fund Europe Stock
1009059,105561,US Fund Europe Stock
1009060,105561,US Fund Europe Stock
1009220,105561,US Fund Europe Stock
1009342,105561,US Fund Europe Stock
1009361,105561,US Fund Europe Stock
1009433,105561,US Fund Europe Stock
1009556,105561,US Fund Europe Stock
1009633,105561,US Fund Europe Stock
1009703,105561,US Fund Europe Stock
1010073,105561,US Fund Europe Stock
1010341,105561,US Fund Europe Stock
1010564,105561,US Fund Europe Stock
1010601,105561,US Fund Europe Stock
1011165,105561,US Fund Europe Stock
1011256,105561,US Fund Europe Stock
1011392,105561,US Fund Europe Stock
1011563,105561,US Fund Europe Stock
1011617,105561,US Fund Europe Stock
1011624,105561,US Fund Europe Stock
1011735,105561,US Fund Europe Stock
1011804,105561,US Fund Europe Stock
1011878,105561,US Fund Europe Stock
1011916,105561,US Fund Europe Stock
1011941,105561,US Fund Europe Stock
1011960,105561,US Fund Europe Stock
1011980,105561,US Fund Europe Stock
1012084,105561,US Fund Europe Stock
1012094,105561,US Fund Europe Stock
1012119,105561,US Fund Europe Stock
1012379,105561,US Fund Europe Stock
1012449,105561,US Fund Europe Stock
1012540,105561,US Fund Europe Stock
1012671,105561,US Fund Europe Stock
1012828,105561,US Fund Europe Stock
1012929,105561,US Fund Europe Stock
1013018,105561,US Fund Europe Stock
1013097,105561,US Fund Europe Stock
1014195,105561,US Fund Europe Stock
1014223,105561,US Fund Europe Stock
1016983,105561,US Fund Europe Stock
1017013,105561,US Fund Europe Stock
1018087,105561,US Fund Europe Stock
1018220,105561,US Fund Europe Stock
1018821,105561,US Fund Europe Stock
1018886,105561,US Fund Europe Stock
1019020,105561,US Fund Europe Stock
1019313,105561,US Fund Europe Stock
1019359,105561,US Fund Europe Stock
1020374,105561,US Fund Europe Stock
1021064,105561,US Fund Europe Stock
1021267,105561,US Fund Europe Stock
1021281,105561,US Fund Europe Stock
1022650,105561,US Fund Europe Stock
1022707,105561,US Fund Europe Stock
1022711,105561,US Fund Europe Stock
1022738,105561,US Fund Europe Stock
1022743,105561,US Fund Europe Stock
1022817,105561,US Fund Europe Stock
1022840,105561,US Fund Europe Stock
1022925,105561,US Fund Europe Stock
1022962,105561,US Fund Europe Stock
1022994,105561,US Fund Europe Stock
1023041,105561,US Fund Europe Stock
1023073,105561,US Fund Europe Stock
1023145,105561,US Fund Europe Stock
1023171,105561,US Fund Europe Stock
1023176,105561,US Fund Europe Stock
1023214,105561,US Fund Europe Stock
1023283,105561,US Fund Europe Stock
1023441,105561,US Fund Europe Stock
1023468,105561,US Fund Europe Stock
1023503,105561,US Fund Europe Stock
1023524,105561,US Fund Europe Stock
1023581,105561,US Fund Europe Stock
1023584,105561,US Fund Europe Stock
1023596,105561,US Fund Europe Stock
1023629,105561,US Fund Europe Stock
1024393,105561,US Fund Europe Stock
1024394,105561,US Fund Europe Stock
1024530,105561,US Fund Europe Stock
1024546,105561,US Fund Europe Stock
1024566,105561,US Fund Europe Stock
1024593,105561,US Fund Europe Stock
1024673,105561,US Fund Europe Stock
1024787,105561,US Fund Europe Stock
1024902,105561,US Fund Europe Stock
1024922,105561,US Fund Europe Stock
1025086,105561,US Fund Europe Stock
1025137,105561,US Fund Europe Stock
1025446,105561,US Fund Europe Stock
1025594,105561,US Fund Europe Stock
1025714,105561,US Fund Europe Stock
1025715,105561,US Fund Europe Stock
1025907,105561,US Fund Europe Stock
1026058,105561,US Fund Europe Stock
1026081,105561,US Fund Europe Stock
1026122,105561,US Fund Europe Stock
1026189,105561,US Fund Europe Stock
1026225,105561,US Fund Europe Stock
1026249,105561,US Fund Europe Stock
1026269,105561,US Fund Europe Stock
1026316,105561,US Fund Europe Stock
1026321,105561,US Fund Europe Stock
1026327,105561,US Fund Europe Stock
1026348,105561,US Fund Europe Stock
1026484,105561,US Fund Europe Stock
1026500,105561,US Fund Europe Stock
1026508,105561,US Fund Europe Stock
1026568,105561,US Fund Europe Stock
1026684,105561,US Fund Europe Stock
1026878,105561,US Fund Europe Stock
1026916,105561,US Fund Europe Stock
1026927,105561,US Fund Europe Stock
1027151,105561,US Fund Europe Stock
1027166,105561,US Fund Europe Stock
1027321,105561,US Fund Europe Stock
1027333,105561,US Fund Europe Stock
1027520,105561,US Fund Europe Stock
1027608,105561,US Fund Europe Stock
1027833,105561,US Fund Europe Stock
1027834,105561,US Fund Europe Stock
1028061,105561,US Fund Europe Stock
1028114,105561,US Fund Europe Stock
1028156,105561,US Fund Europe Stock
1028295,105561,US Fund Europe Stock
1028390,105561,US Fund Europe Stock
1028393,105561,US Fund Europe Stock
1028428,105561,US Fund Europe Stock
1028673,105561,US Fund Europe Stock
1028827,105561,US Fund Europe Stock
1028877,105561,US Fund Europe Stock
1029130,105561,US Fund Europe Stock
1029145,105561,US Fund Europe Stock
1029272,105561,US Fund Europe Stock
1029453,105561,US Fund Europe Stock
1029645,105561,US Fund Europe Stock
1029725,105561,US Fund Europe Stock
1029971,105561,US Fund Europe Stock
1029987,105561,US Fund Europe Stock
1030083,105561,US Fund Europe Stock
1030091,105561,US Fund Europe Stock
1030313,105561,US Fund Europe Stock
1030335,105561,US Fund Europe Stock
1030377,105561,US Fund Europe Stock
1030380,105561,US Fund Europe Stock
1030402,105561,US Fund Europe Stock
1030423,105561,US Fund Europe Stock
1030560,105561,US Fund Europe Stock
1030635,105561,US Fund Europe Stock
1030678,105561,US Fund Europe Stock
1030733,105561,US Fund Europe Stock
1030749,105561,US Fund Europe Stock
1031049,105561,US Fund Europe Stock
1031318,105561,US Fund Europe Stock
1031341,105561,US Fund Europe Stock
1032089,105561,US Fund Europe Stock
1032154,105561,US Fund Europe Stock
1032202,105561,US Fund Europe Stock
1032229,105561,US Fund Europe Stock
1032420,105561,US Fund Europe Stock
1032464,105561,US Fund Europe Stock
1032589,105561,US Fund Europe Stock
1032675,105561,US Fund Europe Stock
1032808,105561,US Fund Europe Stock
1032945,105561,US Fund Europe Stock
1033026,105561,US Fund Europe Stock
1033038,105561,US Fund Europe Stock
1033067,105561,US Fund Europe Stock
1033188,105561,US Fund Europe Stock
1033292,105561,US Fund Europe Stock
1033340,105561,US Fund Europe Stock
1033384,105561,US Fund Europe Stock
1033398,105561,US Fund Europe Stock
1033429,105561,US Fund Europe Stock
1033855,105561,US Fund Europe Stock
1034164,105561,US Fund Europe Stock
1034200,105561,US Fund Europe Stock
1034221,105561,US Fund Europe Stock
1034388,105561,US Fund Europe Stock
1034394,105561,US Fund Europe Stock
1034457,105561,US Fund Europe Stock
1034608,105561,US Fund Europe Stock
1034843,105561,US Fund Europe Stock
1035103,105561,US Fund Europe Stock
1035172,105561,US Fund Europe Stock
1035702,105561,US Fund Europe Stock
1036004,105561,US Fund Europe Stock
1036088,105561,US Fund Europe Stock
1036345,105561,US Fund Europe Stock
1036359,105561,US Fund Europe Stock
1036391,105561,US Fund Europe Stock
1036983,105561,US Fund Europe Stock
1037361,105561,US Fund Europe Stock
1037435,105561,US Fund Europe Stock
1037651,105561,US Fund Europe Stock
1037688,105561,US Fund Europe Stock
1037743,105561,US Fund Europe Stock
1037900,105561,US Fund Europe Stock
1037903,105561,US Fund Europe Stock
1037955,105561,US Fund Europe Stock
1038062,105561,US Fund Europe Stock
1038237,105561,US Fund Europe Stock
1038300,105561,US Fund Europe Stock
1038767,105561,US Fund Europe Stock
1038836,105561,US Fund Europe Stock
1039020,105561,US Fund Europe Stock
1039050,105561,US Fund Europe Stock
1039065,105561,US Fund Europe Stock
1039150,105561,US Fund Europe Stock
1039311,105561,US Fund Europe Stock
1039322,105561,US Fund Europe Stock
1039463,105561,US Fund Europe Stock
1039841,105561,US Fund Europe Stock
1040099,105561,US Fund Europe Stock
1040371,105561,US Fund Europe Stock
1040491,105561,US Fund Europe Stock
1041130,105561,US Fund Europe Stock
1041295,105561,US Fund Europe Stock
1041425,105561,US Fund Europe Stock
1043065,105561,US Fund Europe Stock
1043118,105561,US Fund Europe Stock
95304,105561,US Fund Europe Stock
1043212,105561,US Fund Europe Stock
1043590,105561,US Fund Europe Stock
1043729,105561,US Fund Europe Stock
1043748,105561,US Fund Europe Stock
1043751,105561,US Fund Europe Stock
1043912,105561,US Fund Europe Stock
1043919,105561,US Fund Europe Stock
1044132,105561,US Fund Europe Stock
1044178,105561,US Fund Europe Stock
1044421,105561,US Fund Europe Stock
1044603,105561,US Fund Europe Stock
1044605,105561,US Fund Europe Stock
1044614,105561,US Fund Europe Stock
1044692,105561,US Fund Europe Stock
1044741,105561,US Fund Europe Stock
1044796,105561,US Fund Europe Stock
1044844,105561,US Fund Europe Stock
1044880,105561,US Fund Europe Stock
1044917,105561,US Fund Europe Stock
1045215,105561,US Fund Europe Stock
1045226,105561,US Fund Europe Stock
1045232,105561,US Fund Europe Stock
1045422,105561,US Fund Europe Stock
1045483,105561,US Fund Europe Stock
1045737,105561,US Fund Europe Stock
1045768,105561,US Fund Europe Stock
1045920,105561,US Fund Europe Stock
1046332,105561,US Fund Europe Stock
1046363,105561,US Fund Europe Stock
1046644,105561,US Fund Europe Stock
1047255,105561,US Fund Europe Stock
1047929,105561,US Fund Europe Stock
1048394,105561,US Fund Europe Stock
1048471,105561,US Fund Europe Stock
1048570,105561,US Fund Europe Stock
1048612,105561,US Fund Europe Stock
1049158,105561,US Fund Europe Stock
1049162,105561,US Fund Europe Stock
1049238,105561,US Fund Europe Stock
1049311,105561,US Fund Europe Stock
1049534,105561,US Fund Europe Stock
1049707,105561,US Fund Europe Stock
1049748,105561,US Fund Europe Stock
1049760,105561,US Fund Europe Stock
1050194,105561,US Fund Europe Stock
1050351,105561,US Fund Europe Stock
1050670,105561,US Fund Europe Stock
1050877,105561,US Fund Europe Stock
1050940,105561,US Fund Europe Stock
1051024,105561,US Fund Europe Stock
1051108,105561,US Fund Europe Stock
1051257,105561,US Fund Europe Stock
1051900,105561,US Fund Europe Stock
1052059,105561,US Fund Europe Stock
1052073,105561,US Fund Europe Stock
1052286,105561,US Fund Europe Stock
1052318,105561,US Fund Europe Stock
1052505,105561,US Fund Europe Stock
1052546,105561,US Fund Europe Stock
1052600,105561,US Fund Europe Stock
1052639,105561,US Fund Europe Stock
1052759,105561,US Fund Europe Stock
1052984,105561,US Fund Europe Stock
1052995,105561,US Fund Europe Stock
1053006,105561,US Fund Europe Stock
1053055,105561,US Fund Europe Stock
1053147,105561,US Fund Europe Stock
1053233,105561,US Fund Europe Stock
1053265,105561,US Fund Europe Stock
1053335,105561,US Fund Europe Stock
1053396,105561,US Fund Europe Stock
1053505,105561,US Fund Europe Stock
1053540,105561,US Fund Europe Stock
1053739,105561,US Fund Europe Stock
1053758,105561,US Fund Europe Stock
1053783,105561,US Fund Europe Stock
1053812,105561,US Fund Europe Stock
1053826,105561,US Fund Europe Stock
1053884,105561,US Fund Europe Stock
1053996,105561,US Fund Europe Stock
1054136,105561,US Fund Europe Stock
1054262,105561,US Fund Europe Stock
1054337,105561,US Fund Europe Stock
1054344,105561,US Fund Europe Stock
1054357,105561,US Fund Europe Stock
1054430,105561,US Fund Europe Stock
1054493,105561,US Fund Europe Stock
1054550,105561,US Fund Europe Stock
1054723,105561,US Fund Europe Stock
1054767,105561,US Fund Europe Stock
1054817,105561,US Fund Europe Stock
1055058,105561,US Fund Europe Stock
1055080,105561,US Fund Europe Stock
1055339,105561,US Fund Europe Stock
1055376,105561,US Fund Europe Stock
1055400,105561,US Fund Europe Stock
1055445,105561,US Fund Europe Stock
1055490,105561,US Fund Europe Stock
1055498,105561,US Fund Europe Stock
1055534,105561,US Fund Europe Stock
1055560,105561,US Fund Europe Stock
1055578,105561,US Fund Europe Stock
1055588,105561,US Fund Europe Stock
1055641,105561,US Fund Europe Stock
1055758,105561,US Fund Europe Stock
1055906,105561,US Fund Europe Stock
1055974,105561,US Fund Europe Stock
1056105,105561,US Fund Europe Stock
1056111,105561,US Fund Europe Stock
1056557,105561,US Fund Europe Stock
1056581,105561,US Fund Europe Stock
1056655,105561,US Fund Europe Stock
1056718,105561,US Fund Europe Stock
1056725,105561,US Fund Europe Stock
1056780,105561,US Fund Europe Stock
1056935,105561,US Fund Europe Stock
1056981,105561,US Fund Europe Stock
1057389,105561,US Fund Europe Stock
1057489,105561,US Fund Europe Stock
1057794,105561,US Fund Europe Stock
1058294,105561,US Fund Europe Stock
1058496,105561,US Fund Europe Stock
1058623,105561,US Fund Europe Stock
1058972,105561,US Fund Europe Stock
1059016,105561,US Fund Europe Stock
1059036,105561,US Fund Europe Stock
1059141,105561,US Fund Europe Stock
1059388,105561,US Fund Europe Stock
1059420,105561,US Fund Europe Stock
1059513,105561,US Fund Europe Stock
1059514,105561,US Fund Europe Stock
1059523,105561,US Fund Europe Stock
1059530,105561,US Fund Europe Stock
1059542,105561,US Fund Europe Stock
1059690,105561,US Fund Europe Stock
1059692,105561,US Fund Europe Stock
1059711,105561,US Fund Europe Stock
1059728,105561,US Fund Europe Stock
1059838,105561,US Fund Europe Stock
1059969,105561,US Fund Europe Stock
1060090,105561,US Fund Europe Stock
1060095,105561,US Fund Europe Stock
1060185,105561,US Fund Europe Stock
1060299,105561,US Fund Europe Stock
1060317,105561,US Fund Europe Stock
1060368,105561,US Fund Europe Stock
1060476,105561,US Fund Europe Stock
1060577,105561,US Fund Europe Stock
1060606,105561,US Fund Europe Stock
1060667,105561,US Fund Europe Stock
1060765,105561,US Fund Europe Stock
1060942,105561,US Fund Europe Stock
1061635,105561,US Fund Europe Stock
1062045,105561,US Fund Europe Stock
1062054,105561,US Fund Europe Stock
1062308,105561,US Fund Europe Stock
1062418,105561,US Fund Europe Stock
1062724,105561,US Fund Europe Stock
1062881,105561,US Fund Europe Stock
1062994,105561,US Fund Europe Stock
1063030,105561,US Fund Europe Stock
1063097,105561,US Fund Europe Stock
1063098,105561,US Fund Europe Stock
1063217,105561,US Fund Europe Stock
1063410,105561,US Fund Europe Stock
1063412,105561,US Fund Europe Stock
1063440,105561,US Fund Europe Stock
1063477,105561,US Fund Europe Stock
1063620,105561,US Fund Europe Stock
1063732,105561,US Fund Europe Stock
1063797,105561,US Fund Europe Stock
1063801,105561,US Fund Europe Stock
1063804,105561,US Fund Europe Stock
1063841,105561,US Fund Europe Stock
1063856,105561,US Fund Europe Stock
1063862,105561,US Fund Europe Stock
1064023,105561,US Fund Europe Stock
1064037,105561,US Fund Europe Stock
1064349,105561,US Fund Europe Stock
1064451,105561,US Fund Europe Stock
1065145,105561,US Fund Europe Stock
1065223,105561,US Fund Europe Stock
1065511,105561,US Fund Europe Stock
1065535,105561,US Fund Europe Stock
1065578,105561,US Fund Europe Stock
1065703,105561,US Fund Europe Stock
1065761,105561,US Fund Europe Stock
1066359,105561,US Fund Europe Stock
1066453,105561,US Fund Europe Stock
1066526,105561,US Fund Europe Stock
1066669,105561,US Fund Europe Stock
1066724,105561,US Fund Europe Stock
1067006,105561,US Fund Europe Stock
1067150,105561,US Fund Europe Stock
1067467,105561,US Fund Europe Stock
1067552,105561,US Fund Europe Stock
1067834,105561,US Fund Europe Stock
1068061,105561,US Fund Europe Stock
1068347,105561,US Fund Europe Stock
1068360,105561,US Fund Europe Stock
1068407,105561,US Fund Europe Stock
1068540,105561,US Fund Europe Stock
1068541,105561,US Fund Europe Stock
1068597,105561,US Fund Europe Stock
1068797,105561,US Fund Europe Stock
1069082,105561,US Fund Europe Stock
1069504,105561,US Fund Europe Stock
1069550,105561,US Fund Europe Stock
1069731,105561,US Fund Europe Stock
1069889,105561,US Fund Europe Stock
1069975,105561,US Fund Europe Stock
1070292,105561,US Fund Europe Stock
1070806,105561,US Fund Europe Stock
1071140,105561,US Fund Europe Stock
1071259,105561,US Fund Europe Stock
1071301,105561,US Fund Europe Stock
1071417,105561,US Fund Europe Stock
1071657,105561,US Fund Europe Stock
1071945,105561,US Fund Europe Stock
1071950,105561,US Fund Europe Stock
1072011,105561,US Fund Europe Stock
1072015,105561,US Fund Europe Stock
1072056,105561,US Fund Europe Stock
1072117,105561,US Fund Europe Stock
1072156,105561,US Fund Europe Stock
1072180,105561,US Fund Europe Stock
1072324,105561,US Fund Europe Stock
1072358,105561,US Fund Europe Stock
1072470,105561,US Fund Europe Stock
1072605,105561,US Fund Europe Stock
1072625,105561,US Fund Europe Stock
1072658,105561,US Fund Europe Stock
1072686,105561,US Fund Europe Stock
1072696,105561,US Fund Europe Stock
1072720,105561,US Fund Europe Stock
1072810,105561,US Fund Europe Stock
1072863,105561,US Fund Europe Stock
1072978,105561,US Fund Europe Stock
1073006,105561,US Fund Europe Stock
1073047,105561,US Fund Europe Stock
1073101,105561,US Fund Europe Stock
1073196,105561,US Fund Europe Stock
1073286,105561,US Fund Europe Stock
1073381,105561,US Fund Europe Stock
1073453,105561,US Fund Europe Stock
1073566,105561,US Fund Europe Stock
1073692,105561,US Fund Europe Stock
1073777,105561,US Fund Europe Stock
1073948,105561,US Fund Europe Stock
1074036,105561,US Fund Europe Stock
1074274,105561,US Fund Europe Stock
1074396,105561,US Fund Europe Stock
1074402,105561,US Fund Europe Stock
1074474,105561,US Fund Europe Stock
1074543,105561,US Fund Europe Stock
1074693,105561,US Fund Europe Stock
1074947,105561,US Fund Europe Stock
1075127,105561,US Fund Europe Stock
1075250,105561,US Fund Europe Stock
1075336,105561,US Fund Europe Stock
1075352,105561,US Fund Europe Stock
1075463,105561,US Fund Europe Stock
1075835,105561,US Fund Europe Stock
1075913,105561,US Fund Europe Stock
1075927,105561,US Fund Europe Stock
1075939,105561,US Fund Europe Stock
1076045,105561,US Fund Europe Stock
1076227,105561,US Fund Europe Stock
1076244,105561,US Fund Europe Stock
1076295,105561,US Fund Europe Stock
1076354,105561,US Fund Europe Stock
1076468,105561,US Fund Europe Stock
1076472,105561,US Fund Europe Stock
1076492,105561,US Fund Europe Stock
1076533,105561,US Fund Europe Stock
1076647,105561,US Fund Europe Stock
1076684,105561,US Fund Europe Stock
1076750,105561,US Fund Europe Stock
1077157,105561,US Fund Europe Stock
1077230,105561,US Fund Europe Stock
1077231,105561,US Fund Europe Stock
1077330,105561,US Fund Europe Stock
1077355,105561,US Fund Europe Stock
1077398,105561,US Fund Europe Stock
1077447,105561,US Fund Europe Stock
1077455,105561,US Fund Europe Stock
1077801,105561,US Fund Europe Stock
1077880,105561,US Fund Europe Stock
1077973,105561,US Fund Europe Stock
1078089,105561,US Fund Europe Stock
1078112,105561,US Fund Europe Stock
1078114,105561,US Fund Europe Stock
1078151,105561,US Fund Europe Stock
1078155,105561,US Fund Europe Stock
1078167,105561,US Fund Europe Stock
1078284,105561,US Fund Europe Stock
1078488,105561,US Fund Europe Stock
1078537,105561,US Fund Europe Stock
1078585,105561,US Fund Europe Stock
1078681,105561,US Fund Europe Stock
1078697,105561,US Fund Europe Stock
1078802,105561,US Fund Europe Stock
1078827,105561,US Fund Europe Stock
1078869,105561,US Fund Europe Stock
1079208,105561,US Fund Europe Stock
1079248,105561,US Fund Europe Stock
1079408,105561,US Fund Europe Stock
1079525,105561,US Fund Europe Stock
1079755,105561,US Fund Europe Stock
1079816,105561,US Fund Europe Stock
1079943,105561,US Fund Europe Stock
1080960,105561,US Fund Europe Stock
1081009,105561,US Fund Europe Stock
1081152,105561,US Fund Europe Stock
1081196,105561,US Fund Europe Stock
1081358,105561,US Fund Europe Stock
1081383,105561,US Fund Europe Stock
1081410,105561,US Fund Europe Stock
1081505,105561,US Fund Europe Stock
1081601,105561,US Fund Europe Stock
1081660,105561,US Fund Europe Stock
1081716,105561,US Fund Europe Stock
1081770,105561,US Fund Europe Stock
1082059,105561,US Fund Europe Stock
1082113,105561,US Fund Europe Stock
1082125,105561,US Fund Europe Stock
1082179,105561,US Fund Europe Stock
1082201,105561,US Fund Europe Stock
1082315,105561,US Fund Europe Stock
1082380,105561,US Fund Europe Stock
1082448,105561,US Fund Europe Stock
1082484,105561,US Fund Europe Stock
1082489,105561,US Fund Europe Stock
1082532,105561,US Fund Europe Stock
1082804,105561,US Fund Europe Stock
1082923,105561,US Fund Europe Stock
1083054,105561,US Fund Europe Stock
1083085,105561,US Fund Europe Stock
1083199,105561,US Fund Europe Stock
1083219,105561,US Fund Europe Stock
1083224,105561,US Fund Europe Stock
1083479,105561,US Fund Europe Stock
1083487,105561,US Fund Europe Stock
1083609,105561,US Fund Europe Stock
1083674,105561,US Fund Europe Stock
1083720,105561,US Fund Europe Stock
1083758,105561,US Fund Europe Stock
1083774,105561,US Fund Europe Stock
1083802,105561,US Fund Europe Stock
1083830,105561,US Fund Europe Stock
1084067,105561,US Fund Europe Stock
1084126,105561,US Fund Europe Stock
1084157,105561,US Fund Europe Stock
1084160,105561,US Fund Europe Stock
1084351,105561,US Fund Europe Stock
1084671,105561,US Fund Europe Stock
1084726,105561,US Fund Europe Stock
1084833,105561,US Fund Europe Stock
1084890,105561,US Fund Europe Stock
1084897,105561,US Fund Europe Stock
1084938,105561,US Fund Europe Stock
1085214,105561,US Fund Europe Stock
1085221,105561,US Fund Europe Stock
1085307,105561,US Fund Europe Stock
1085796,105561,US Fund Europe Stock
1086110,105561,US Fund Europe Stock
1086128,105561,US Fund Europe Stock
1086476,105561,US Fund Europe Stock
1086535,105561,US Fund Europe Stock
1086638,105561,US Fund Europe Stock
1086813,105561,US Fund Europe Stock
1087379,105561,US Fund Europe Stock
1087455,105561,US Fund Europe Stock
1087464,105561,US Fund Europe Stock
1087671,105561,US Fund Europe Stock
1087692,105561,US Fund Europe Stock
1087725,105561,US Fund Europe Stock
1087777,105561,US Fund Europe Stock
1087922,105561,US Fund Europe Stock
1088302,105561,US Fund Europe Stock
1088383,105561,US Fund Europe Stock
1088415,105561,US Fund Europe Stock
1088855,105561,US Fund Europe Stock
1088911,105561,US Fund Europe Stock
1088926,105561,US Fund Europe Stock
1089051,105561,US Fund Europe Stock
1089066,105561,US Fund Europe Stock
1089217,105561,US Fund Europe Stock
1089569,105561,US Fund Europe Stock
1089743,105561,US Fund Europe Stock
1089763,105561,US Fund Europe Stock
